YearMonth,Symbol,Total_Trading_Volume
2018-2,STRAT,4.471656E8
2018-3,STRAT,2.6467244E8
2018-4,STRAT,3.503764E8
2018-5,STRAT,3.7146364E8
2018-6,STRAT,8724440.0
2017-12,SUMO,3834080.0
2018-1,SUMO,2851710.0
2014-6,SUPER,1017040.0
2017-11,SUPER,1092720.0
2017-7,SYNX,2.542469E7
2017-8,SYNX,8962860.0
2017-9,SYNX,5104420.0
2017-11,SYNX,1.325793E7
2017-12,SYNX,4.130228E7
2018-1,SYNX,9.78051E7
2018-2,SYNX,1.955652E7
2018-3,SYNX,1.43956E7
2018-4,SYNX,2.189144E7
2018-5,SYNX,1.078675E7
2016-3,SYS,6729280.0
2017-3,SYS,1079800.0
2017-4,SYS,1487330.0
2017-5,SYS,8.252958E7
2017-6,SYS,1.5296588E8
2017-7,SYS,2.896341E7
2017-8,SYS,5.328065E7
2017-9,SYS,1.2104109E8
2017-10,SYS,4.74731E7
2017-11,SYS,1.7042595E8
2017-12,SYS,4.7158196E8
2018-1,SYS,2.8639816E8
2018-2,SYS,1.0058329E8
2018-3,SYS,1.2330388E8
2018-4,SYS,1.8259526E8
2018-5,SYS,1.4822624E8
2018-6,SYS,1160780.0
2017-6,TAG,1139310.0
2017-7,TAG,4039490.0
2017-8,TCC,4403970.0
2017-9,TCC,3163610.0
2017-6,THC,2202080.0
2017-8,THC,2114570.0
2017-9,THC,1.105583E7
2017-11,THC,2318080.0
2017-12,THC,2.3125808E8
2018-1,THC,1.3065883E8
2018-2,THC,9958230.0
2017-11,THS,7015480.0
2018-4,TIPS,1012490.0
2018-4,TPAY,2.282236E7
2018-5,TPAY,1.256885E7
2017-6,TRUST,1823610.0
2017-8,TRUST,1557390.0
2017-9,TRUST,6483410.0
2017-10,TRUST,6080830.0
2017-11,TRUST,5406750.0
2017-12,TRUST,1082320.0
2018-1,TRUST,9939150.0
2018-1,TTC,2758020.0
2018-5,TTT,4.5482951E8
2018-6,TTT,1.826191E7
2017-7,TX,2678920.0
2017-8,TX,1283940.0
2017-9,TX,3498370.0
2017-10,TX,1.276404E7
2017-11,TX,1.605194E7
2017-12,TX,3.515628E7
2018-1,TX,2.137929E7
2018-2,TX,2392460.0
2018-3,TX,1.2961897E8
2018-4,TX,2.480876E7
2018-5,TX,2232450.0
2017-5,UBQ,4406830.0
2017-6,UBQ,2.082256E7
2017-8,UBQ,4.57408E7
2017-9,UBQ,1.507349E7
2017-10,UBQ,2403320.0
2017-11,UBQ,4760450.0
2017-12,UBQ,1.2078511E8
2018-1,UBQ,8.992971E7
2018-2,UBQ,1026180.0
2018-3,UBQ,1.000522E7
2018-4,UBQ,5.467151E7
2017-12,UBTC,1166490.0
2018-1,UBTC,9252080.0
2018-2,UBTC,3.557487E7
2018-3,UBTC,3364170.0
2018-4,UBTC,9487770.0
2018-5,UBTC,3.043084E7
2018-5,ULA,1656120.0
2017-7,UNB,2298350.0
2017-8,UNB,3487540.0
2017-9,UNB,1290750.0
2017-12,UNB,1.9386521E8
2018-1,UNB,8.588082E7
2018-2,UNB,3418930.0
2018-3,UNB,1.4402424E8
2018-4,UNB,1.408026E7
2017-12,UNIT,2.314951E7
2017-10,UNO,3.283267E7
2014-7,URO,2013030.0
2014-10,USNBT,3775930.0
2015-1,USNBT,2.020498E7
2017-8,USNBT,4233130.0
2017-9,USNBT,1.232834E7
2017-12,USNBT,1.1748152E8
2018-1,USNBT,2.7091465E8
2018-2,USNBT,5.7315134E8
2018-3,USNBT,4.019675E8
2018-4,USNBT,2.3758923E8
2018-5,USNBT,5249540.0
2017-6,VIA,4.266995E7
2017-7,VIA,4911060.0
2017-8,VIA,1.675629E7
2017-9,VIA,1.168194E7
2017-10,VIA,2.472534E7
2017-11,VIA,1.922128E7
2017-12,VIA,7.576539E7
2018-1,VIA,9.291906E7
2018-2,VIA,5.121408E7
2018-3,VIA,3.6060795E8
2018-4,VIA,1.5274041E8
2018-5,VIA,7.93313E7
2018-1,VIDZ,4223260.0
2018-5,VIPS,8127250.0
2018-1,VLTC,1225370.0
2014-6,VRC,1.655748E7
2014-7,VRC,2519230.0
2017-5,VRC,1297160.0
2017-6,VRC,1.71539E7
2017-7,VRC,4274330.0
2017-8,VRC,4561550.0
2017-9,VRC,9491280.0
2017-10,VRC,2364680.0
2017-11,VRC,3.379879E7
2017-12,VRC,9.513293E7
2018-1,VRC,3.5428982E8
2018-2,VRC,1.431237E7
2018-3,VRC,9.984193E7
2018-4,VRC,1.05531E7
2017-8,VRM,4264620.0
2017-10,VRM,1074540.0
2017-11,VRM,2507560.0
2018-1,VRM,3.340995E7
2014-2,VTC,2480420.0
2017-4,VTC,1.514453E7
2017-5,VTC,2.184498E7
2017-6,VTC,8.781181E7
2017-7,VTC,2.636426E7
2017-8,VTC,7.61861E7
2017-9,VTC,5.217388E7
2017-10,VTC,3.8144773E8
2017-11,VTC,4.8627444E8
2017-12,VTC,7.4447067E8
2018-1,VTC,2.8539944E8
2018-2,VTC,1.0599137E8
2018-3,VTC,5.040992E7
2018-4,VTC,9.075076E7
2018-5,VTC,5.118037E7
2018-6,VTC,3221400.0
2017-9,VTR,1834560.0
2017-10,VTR,1893170.0
2017-12,VTR,2283800.0
2018-1,VTR,4754080.0
2018-2,W3C,5.258143E7
2018-3,W3C,8.755345E7
2018-4,W3C,4904520.0
2018-3,WAN,3.184524E8
2018-4,WAN,6.5002396E8
2018-5,WAN,5.7622245E8
2018-6,WAN,1.249617E7
2016-6,WAVES,1771960.0
2017-3,WAVES,1056330.0
2017-5,WAVES,3.864249E7
2017-6,WAVES,9.870571E7
2017-7,WAVES,7.809591E7
2017-8,WAVES,1.7212975E8
2017-9,WAVES,1.7501598E8
2017-10,WAVES,2.3398218E8
2017-11,WAVES,5.8366469E8
2017-12,WAVES,1.9701002E9
2018-1,WAVES,1.4773035E9
2018-2,WAVES,7.93972E8
2018-3,WAVES,6.762671E8
2018-4,WAVES,9.144067E8
2018-5,WAVES,9.290417E8
2018-6,WAVES,5.24554E7
2017-11,WC,1307740.0
2017-12,WC,5975530.0
2018-1,WC,1.192718E7
2018-3,WC,1118450.0
2018-4,WC,2.502512E7
2018-5,WC,4114630.0
2014-2,WDC,1054470.0
2017-5,WDC,2415920.0
2017-6,WDC,7.464465E7
2017-7,WDC,2.9215E7
2017-8,WDC,1.974198E7
2017-9,WDC,4157020.0
2018-1,WICC,3.0873724E8
2018-2,WICC,5.5133856E8
2018-3,WICC,1.1515484E8
2018-4,WICC,3.684793E8
2018-5,WICC,6.8893248E8
2018-6,WICC,3.17933E7
2017-6,XAS,7.612707E7
2017-7,XAS,7.908284E7
2017-8,XAS,1.6470859E8
2017-9,XAS,1.323513E8
2017-11,XAS,3255600.0
2017-12,XAS,9.961512E7
2018-1,XAS,1.115772E8
2018-2,XAS,4.527375E7
2018-3,XAS,6.129535E7
2018-4,XAS,2.841848E7
2018-5,XAS,1.5961048E8
2018-6,XAS,1.638706E7
2017-3,XBC,2.761225E7
2017-4,XBC,2876280.0
2017-5,XBC,2646410.0
2017-6,XBC,6.06155E7
2017-7,XBC,1.774235E7
2017-8,XBC,1148960.0
2017-11,XBC,1.479146E7
2017-12,XBC,2291740.0
2018-4,XBC,1366030.0
2017-12,XBY,2.686049E7
2018-1,XBY,4.477474E7
2016-8,XCN,2320670.0
2017-6,XCN,1.2892009E8
2017-7,XCN,6.026339E7
2017-8,XCN,1.091478E7
2017-9,XCN,3262740.0
2018-1,XCN,1081350.0
2017-5,XCP,9745440.0
2017-6,XCP,1.890027E7
2017-8,XCP,7262630.0
2017-10,XCP,2630800.0
2017-11,XCP,1.016809E7
2017-12,XCP,3.699493E7
2018-1,XCP,2.1629562E8
2018-2,XCP,2.346487E7
2017-5,XDN,8467770.0
2017-6,XDN,8.568526E7
2017-7,XDN,7659770.0
2017-8,XDN,3.401587E7
2017-9,XDN,6.496363E7
2017-10,XDN,1.3238519E8
2017-11,XDN,1.2910652E8
2017-12,XDN,3.6129747E8
2018-1,XDN,9.6172473E8
2018-2,XDN,2.2592032E8
2018-3,XDN,1.1902162E8
2018-4,XDN,1.3662672E8
2018-5,XDN,1.171762E8
2018-6,XDN,4186840.0
2017-7,XEL,9644420.0
2017-8,XEL,4.261644E7
2017-9,XEL,3.633771E7
2017-10,XEL,2.644089E7
2017-11,XEL,1.23684E7
2017-12,XEL,1.0822732E8
2018-1,XEL,6.437053E7
2018-3,XEL,8717090.0
2018-4,XEL,1.133808E7
2018-5,XEL,2251270.0
2016-6,XEM,3.304297E7
2016-7,XEM,1.362102E7
2017-3,XEM,1.120958E7
2017-4,XEM,9.905156E7
2017-5,XEM,6.2524699E8
2017-6,XEM,3.5521021E8
2017-7,XEM,1.313988E8
2017-8,XEM,3.3067609E8
2017-9,XEM,1.660947E8
2017-10,XEM,1.4905246E8
2017-11,XEM,3.1996769E8
2017-12,XEM,2.8131145E9
2018-1,XEM,3.5284971E9
2018-2,XEM,1.436424E9
2018-3,XEM,2.0390182E9
2018-4,XEM,1.3207994E9
2018-5,XEM,6.1418761E8
2018-6,XEM,3.05331E7
2018-1,XGOX,1121170.0
2016-8,XHI,1126460.0
2018-4,XHV,1528290.0
2017-11,XIN,7365530.0
2014-12,XLM,3453700.0
2016-9,XLM,1211050.0
2016-12,XLM,5142540.0
2017-3,XLM,7436070.0
2017-4,XLM,5.793653E7
2017-5,XLM,1.74889471E9
2017-6,XLM,5.4714644E8
2017-7,XLM,3.2098569E8
2017-8,XLM,3.0178229E8
2017-9,XLM,1.1622304E8
2017-10,XLM,1.167477E9
2017-11,XLM,9.8413122E8
2017-12,XLM,5.7825751E9
2018-1,XLM,1.3079397E10
2018-2,XLM,4.113926E9
2018-3,XLM,1.6185308E9
2018-4,XLM,2.7351203E9
2018-5,XLM,1.6673647E9
2018-6,XLM,1.204521E8
2018-1,XLR,9347990.0
2018-4,XMC,8.1738E7
2018-5,XMC,3.820072E7
2018-6,XMC,1556980.0
2017-8,XMG,6332950.0
2017-10,XMG,1045760.0
2017-12,XMG,3.319194E7
2018-1,XMG,1.139272E7
2018-4,XMO,2.09183E7
2018-5,XMO,1113580.0
2016-2,XMR,1044850.0
2016-3,XMR,2382000.0
2016-4,XMR,1270300.0
2016-6,XMR,2663250.0
2016-7,XMR,1565910.0
2016-8,XMR,2.0034787E8
2016-9,XMR,3.7800749E8
2016-10,XMR,1.0521306E8
2016-11,XMR,1.3431734E8
2016-12,XMR,9.903352E7
2017-1,XMR,1.6644423E8
2017-2,XMR,9.26244E7
2017-3,XMR,3.5435774E8
2017-4,XMR,2.0851842E8
2017-5,XMR,6.7844402E8
2017-6,XMR,4.3892593E8
2017-7,XMR,4.1893801E8
2017-8,XMR,1.85585413E9
2017-9,XMR,2.0241653E9
2017-10,XMR,1.0300827E9
2017-11,XMR,2.50195E9
2017-12,XMR,6.735169E9
2018-1,XMR,5.4581338E9
2018-2,XMR,2.1539936E9
2018-3,XMR,2.4130821E9
2018-4,XMR,2.2309592E9
2018-5,XMR,1.4726649E9
2018-6,XMR,6.90588E7
2017-4,XMY,6624710.0
2017-6,XMY,1974940.0
2017-8,XMY,2993820.0
2017-12,XMY,3.034352E7
2018-1,XMY,6.231085E7
2017-12,XP,6.365393E7
2018-1,XP,2.5730098E8
2018-2,XP,1.499455E7
2018-5,XP,1.014997E7
2017-12,XPD,2729340.0
2014-1,XPM,3258190.0
2017-4,XPM,1970990.0
2017-5,XPM,1.866661E7
2017-6,XPM,6.137396E7
2017-7,XPM,1.206197E7
2017-8,XPM,1.791077E7
2017-9,XPM,4643780.0
2017-12,XPM,7131630.0
2018-1,XPM,7968060.0
2018-4,XPM,3.172389E7
2018-5,XPM,4.880737E7
2014-12,XPY,2956090.0
2014-4,XRP,1024970.0
2014-5,XRP,8041460.0
2014-9,XRP,1281960.0
2014-11,XRP,2.031917E7
2014-12,XRP,6.316813E7
2015-1,XRP,3.585114E7
2015-2,XRP,8935370.0
2015-3,XRP,2.393009E7
2015-4,XRP,2156040.0
2015-5,XRP,6610110.0
2015-6,XRP,6369480.0
2015-7,XRP,2368830.0
2015-11,XRP,3565780.0
2015-12,XRP,2.712092E7
2016-1,XRP,8877460.0
2016-2,XRP,1.144132E7
2016-3,XRP,1.336661E7
2016-4,XRP,1.020346E7
2016-5,XRP,1073760.0
2016-6,XRP,5.11272E7
2016-7,XRP,4182570.0
2016-8,XRP,1.755995E7
2016-9,XRP,8.704551E7
2016-10,XRP,9.046957E7
2016-11,XRP,5.711103E7
2016-12,XRP,5.373985E7
2017-1,XRP,2.981813E7
2017-2,XRP,1.095783E7
2017-3,XRP,2.2057342E8
2017-4,XRP,1.10964378E9
2017-5,XRP,5.7885133E9
2017-6,XRP,6.2647107E9
2017-7,XRP,3.7962328E9
2017-8,XRP,9.0216288E9
2017-9,XRP,3.6935708E9
2017-10,XRP,6.8105088E9
2017-11,XRP,7.0531532E9
2017-12,XRP,6.043314E10
2018-1,XRP,1.05603069E11
2018-2,XRP,3.6939665E10
2018-3,XRP,1.7449674E10
2018-4,XRP,2.2228505E10
2018-5,XRP,1.4500477E10
2018-6,XRP,5.78294E8
2018-1,XRY,1612130.0
2017-12,XSH,6829630.0
2018-1,XSH,1.231525E7
2017-12,XSPEC,7107100.0
2018-1,XSPEC,9023070.0
2018-1,XSTC,5795250.0
2017-10,XTZ,3642370.0
2017-12,XTZ,2.074161E7
2018-1,XTZ,5.712347E7
2018-2,XTZ,3.479662E7
2018-3,XTZ,3900460.0
2018-4,XTZ,6072590.0
2018-5,XTZ,2497670.0
2018-6,XTZ,1271660.0
2017-6,XVC,3684580.0
2017-7,XVC,1298290.0
2017-8,XVC,4701790.0
2017-9,XVC,2.690315E7
2017-10,XVC,9570060.0
2017-11,XVC,3.036739E7
2017-12,XVC,7255580.0
2018-1,XVC,8997120.0
2018-3,XVC,1020730.0
2017-5,XVG,1.78422E7
2017-6,XVG,1.0866E8
2017-7,XVG,3.853318E7
2017-8,XVG,8.192575E7
2017-9,XVG,1.4915129E8
2017-10,XVG,8.587752E7
2017-11,XVG,1.447975E8
2017-12,XVG,8.19724944E9
2018-1,XVG,6.994684E9
2018-2,XVG,1.2480057E9
2018-3,XVG,9.0932877E8
2018-4,XVG,6.1134479E9
2018-5,XVG,1.71087734E9
2018-6,XVG,2.100161E7
2017-6,XVP,1.60547E7
2014-4,XWC,1120680.0
2017-9,XWC,1.43554E7
2017-11,XWC,1627920.0
2017-12,XWC,4.901785E7
2018-1,XWC,4.747707E7
2018-4,XWC,1050300.0
2017-3,XZC,1.12897E7
2017-4,XZC,1.93253E7
2017-5,XZC,3.06314E7
2017-6,XZC,7.284345E7
2017-7,XZC,3529180.0
2017-8,XZC,2.21973E7
2017-9,XZC,6.789209E7
2017-10,XZC,2.930708E7
2017-11,XZC,1.6415518E8
2017-12,XZC,5.7932942E8
2018-1,XZC,3.1332969E8
2018-2,XZC,1.5761224E8
2018-3,XZC,5.191077E7
2018-4,XZC,5.741384E7
2018-5,XZC,4.957254E7
2018-6,XZC,1207490.0
2017-3,ZBC,3014040.0
2017-5,ZBC,1427670.0
2017-7,ZBC,2269810.0
2017-8,ZBC,1002730.0
2017-5,ZCL,2607190.0
2017-8,ZCL,3089460.0
2017-10,ZCL,9082650.0
2017-12,ZCL,3.6146435E8
2018-1,ZCL,7.1617158E8
2018-2,ZCL,5.8022129E8
2018-3,ZCL,1.5003844E8
2018-4,ZCL,2.2854346E8
2018-5,ZCL,7.302607E7
2018-6,ZCL,5337870.0
2016-10,ZEC,7875820.0
2016-11,ZEC,5.601107E7
2016-12,ZEC,2.068606E7
2017-1,ZEC,1.311228E7
2017-2,ZEC,9581430.0
2017-3,ZEC,1.4277298E8
2017-4,ZEC,1.671942E8
2017-5,ZEC,6.4081384E8
2017-6,ZEC,1.0597468E9
2017-7,ZEC,8.275305E8
2017-8,ZEC,8.229056E8
2017-9,ZEC,1.3013016E9
2017-10,ZEC,1.2437523E9
2017-11,ZEC,2.5421094E9
2017-12,ZEC,5.6979501E9
2018-1,ZEC,5.1229958E9
2018-2,ZEC,2.3128863E9
2018-3,ZEC,1.6576371E9
2018-4,ZEC,1.6888074E9
2018-5,ZEC,3.3242239E9
2018-6,ZEC,1.411823E8
2017-6,ZEN,9447010.0
2017-8,ZEN,1057820.0
2017-10,ZEN,1.0818702E8
2017-11,ZEN,6.522006E7
2017-12,ZEN,1.0271778E8
2018-1,ZEN,9.826215E7
2018-2,ZEN,2.436004E7
2018-3,ZEN,3.073288E7
2018-4,ZEN,2.988958E7
2018-5,ZEN,1.2555831E8
2018-6,ZEN,5494470.0
2017-12,ZER,1712340.0
2018-1,ZER,7045100.0
2014-4,ZET,1116060.0
2017-5,ZET,5639570.0
2017-6,ZET,2.708294E7
2017-7,ZET,1.009206E7
2017-8,ZET,9692040.0
2017-9,ZET,1404280.0
2017-12,ZNY,1.190386E7
2017-12,ZOI,1012930.0
2018-1,ZOI,1699780.0
2018-4,ZOI,1095390.0
